"ID","Date","Day","Service Counter ID","Time Range","Customer Count"
"446","2019-09-26","Thursday","1","Morning","43"
"447","2019-09-26","Thursday","1","Evening","42"
"448","2019-09-27","Friday","1","Morning","48"
"449","2019-09-27","Friday","1","Evening","42"
"450","2019-09-28","Saturday","1","Morning","49"
"451","2019-09-28","Saturday","1","Evening","45"
"452","2019-09-30","Monday","1","Morning","48"
"453","2019-09-30","Monday","1","Evening","45"
"454","2019-10-01","Tuesday","1","Morning","46"
"455","2019-10-01","Tuesday","1","Evening","41"
"456","2019-10-02","Wednesday","1","Morning","36"
"457","2019-10-02","Wednesday","1","Evening","40"
"458","2019-10-03","Thursday","1","Morning","48"
"459","2019-10-03","Thursday","1","Evening","51"
"460","2019-10-04","Friday","1","Morning","56"
"461","2019-10-04","Friday","1","Evening","42"
"462","2019-10-05","Saturday","1","Morning","46"
"463","2019-10-05","Saturday","1","Evening","58"
"464","2019-10-07","Monday","1","Morning","59"
"465","2019-10-07","Monday","1","Evening","46"
"466","2019-10-08","Tuesday","1","Morning","61"
"467","2019-10-08","Tuesday","1","Evening","63"
"468","2019-10-09","Wednesday","1","Morning","48"
"469","2019-10-09","Wednesday","1","Evening","49"
"470","2019-10-10","Thursday","1","Morning","51"
"471","2019-10-10","Thursday","1","Evening","59"
"472","2019-10-11","Friday","1","Morning","71"
"473","2019-10-11","Friday","1","Evening","46"
"474","2019-10-12","Saturday","1","Morning","59"
"475","2019-10-12","Saturday","1","Evening","46"
"476","2019-10-14","Monday","1","Morning","43"
"477","2019-10-14","Monday","1","Evening","41"
"478","2019-10-15","Tuesday","1","Morning","52"
"479","2019-10-15","Tuesday","1","Evening","41"
"480","2019-10-16","Wednesday","1","Morning","53"
"481","2019-10-16","Wednesday","1","Evening","42"
"482","2019-10-17","Thursday","1","Morning","49"
"483","2019-10-17","Thursday","1","Evening","47"
"484","2019-10-18","Friday","1","Morning","41"
"485","2019-10-18","Friday","1","Evening","42"
"486","2019-10-19","Saturday","1","Morning","46"
"487","2019-10-19","Saturday","1","Evening","43"
"488","2019-10-21","Monday","1","Morning","49"
"489","2019-10-21","Monday","1","Evening","48"
"490","2019-10-22","Tuesday","1","Morning","41"
"491","2019-10-22","Tuesday","1","Evening","45"
"492","2019-10-23","Wednesday","1","Morning","42"
"493","2019-10-23","Wednesday","1","Evening","41"
"494","2019-10-24","Thursday","1","Morning","40"
"495","2019-10-24","Thursday","1","Evening","43"
"496","2019-10-25","Friday","1","Morning","42"
"497","2019-10-25","Friday","1","Evening","45"
"498","2019-10-26","Saturday","1","Morning","49"
"499","2019-10-26","Saturday","1","Evening","41"
"500","2019-10-28","Monday","1","Morning","48"
"501","2019-10-28","Monday","1","Evening","45"
"502","2019-10-29","Tuesday","1","Morning","46"
"503","2019-10-29","Tuesday","1","Evening","41"
"504","2019-10-30","Wednesday","1","Morning","46"
"505","2019-10-30","Wednesday","1","Evening","41"
"506","2019-10-31","Thursday","1","Morning","46"
"507","2019-10-31","Thursday","1","Evening","44"
"508","2019-11-01","Friday","1","Morning","42"
"509","2019-11-01","Friday","1","Evening","41"
"510","2019-11-02","Saturday","1","Morning","49"
"511","2019-11-02","Saturday","1","Evening","51"
"512","2019-11-04","Monday","1","Morning","46"
"513","2019-11-04","Monday","1","Evening","47"
"514","2019-11-05","Tuesday","1","Morning","43"
"515","2019-11-05","Tuesday","1","Evening","51"
"516","2019-11-06","Wednesday","1","Morning","55"
"517","2019-11-06","Wednesday","1","Evening","47"
"518","2019-11-07","Thursday","1","Morning","49"
"519","2019-11-07","Thursday","1","Evening","40"
"520","2019-11-08","Friday","1","Morning","46"
"521","2019-11-08","Friday","1","Evening","30"
"522","2019-11-09","Saturday","1","Morning","48"
"523","2019-11-09","Saturday","1","Evening","40"
"524","2019-11-11","Monday","1","Morning","45"
"525","2019-11-11","Monday","1","Evening","44"
"526","2019-11-13","Wednesday","1","Morning","43"
"527","2019-11-13","Wednesday","1","Evening","32"
"528","2019-11-14","Thursday","1","Morning","49"
"529","2019-11-14","Thursday","1","Evening","51"
"530","2019-11-15","Friday","1","Morning","58"
"531","2019-11-15","Friday","1","Evening","47"
"532","2019-11-16","Saturday","1","Morning","49"
"533","2019-11-16","Saturday","1","Evening","43"
"534","2019-11-18","Monday","1","Morning","43"
"535","2019-11-18","Monday","1","Evening","48"
"536","2019-11-19","Tuesday","1","Morning","40"
"537","2019-11-19","Tuesday","1","Evening","41"
"538","2019-11-20","Wednesday","1","Morning","48"
"539","2019-11-20","Wednesday","1","Evening","43"
"540","2019-11-21","Thursday","1","Morning","42"
"541","2019-11-21","Thursday","1","Evening","47"
"542","2019-11-22","Friday","1","Morning","49"
"543","2019-11-22","Friday","1","Evening","45"
"544","2019-11-23","Saturday","1","Morning","45"
"545","2019-11-23","Saturday","1","Evening","48"
"546","2019-11-25","Monday","1","Morning","48"
"547","2019-11-25","Monday","1","Evening","46"
"548","2019-11-26","Tuesday","1","Morning","47"
"549","2019-11-26","Tuesday","1","Evening","56"
"550","2019-11-27","Wednesday","1","Morning","48"
"551","2019-11-27","Wednesday","1","Evening","49"
"552","2019-11-28","Thursday","1","Morning","50"
"553","2019-11-28","Thursday","1","Evening","51"
"554","2019-11-29","Friday","1","Morning","45"
"555","2019-11-29","Friday","1","Evening","49"
"556","2019-11-30","Saturday","1","Morning","46"
"557","2019-11-30","Saturday","1","Evening","48"
"558","2019-12-02","Monday","1","Morning","56"
"559","2019-12-02","Monday","1","Evening","52"
"560","2019-12-03","Tuesday","1","Morning","59"
"561","2019-12-03","Tuesday","1","Evening","63"
"562","2019-12-04","Wednesday","1","Morning","58"
"563","2019-12-04","Wednesday","1","Evening","55"
"564","2019-12-05","Thursday","1","Morning","56"
"565","2019-12-05","Thursday","1","Evening","53"
"566","2019-12-06","Friday","1","Morning","69"
"567","2019-12-06","Friday","1","Evening","75"
"568","2019-12-07","Saturday","1","Morning","59"
"569","2019-12-07","Saturday","1","Evening","55"
"570","2019-12-09","Monday","1","Morning","50"
"571","2019-12-09","Monday","1","Evening","52"
"572","2019-12-10","Tuesday","1","Morning","56"
"573","2019-12-10","Tuesday","1","Evening","58"
"574","2019-12-11","Wednesday","1","Morning","55"
"575","2019-12-11","Wednesday","1","Evening","54"
"576","2019-12-12","Thursday","1","Morning","53"
"577","2019-12-12","Thursday","1","Evening","50"
